,popularity
8593,17
8594,26
8595,17
8596,60
8597,3
8598,17
8599,7
8600,0
8601,9
8602,29
8603,13
8604,45
8605,6
8606,58
8607,42
8608,0
8609,24
8610,14
8611,39
8612,19
8613,62
8614,38
8615,26
8616,66
8617,52
8618,13
8619,0
8620,0
8621,0
8622,0
8623,0
8624,23
8625,1
8626,0
8627,10
8628,26
8629,35
8630,1
8631,25
8632,39
8633,19
8634,36
8635,4
8636,0
8637,49
8638,8
8639,59
8640,0
8641,0
8642,42
8643,60
8644,0
8645,56
8646,0
8647,65
8648,42
8649,29
8650,25
8651,0
8652,36
8653,41
8654,27
8655,35
8656,42
8657,0
8658,0
8659,7
8660,2
8661,0
8662,9
8663,5
8664,0
8665,0
8666,0
8667,35
8668,0
8669,29
8670,29
8671,54
8672,21
8673,16
8674,50
8675,47
8676,50
8677,46
8678,35
8679,37
8680,6
8681,16
8682,4
8683,45
8684,31
8685,0
8686,0
8687,34
8688,33
8689,17
8690,41
8691,6
8692,45
8693,62
8694,24
8695,0
8696,0
8697,36
8698,3
8699,53
8700,61
8701,58
8702,44
8703,0
8704,0
8705,16
8706,14
8707,24
8708,0
8709,46
8710,14
8711,35
8712,6
8713,7
8714,30
8715,0
8716,53
8717,0
8718,19
8719,4
8720,0
8721,28
8722,18
8723,8
8724,43
8725,3
8726,10
8727,36
8728,7
8729,18
8730,4
8731,61
8732,16
8733,30
8734,12
8735,10
8736,0
8737,0
8738,0
8739,2
8740,26
8741,0
8742,5
8743,0
8744,4
8745,56
8746,8
8747,15
8748,19
8749,25
8750,22
8751,37
8752,4
8753,65
8754,0
8755,1
8756,0
8757,0
8758,20
8759,74
8760,53
8761,25
8762,0
8763,2
8764,0
8765,7
8766,49
8767,19
8768,16
8769,6
8770,52
8771,44
8772,62
8773,0
8774,29
8775,0
8776,15
8777,21
8778,61
8779,60
8780,29
8781,30
8782,2
8783,10
8784,3
8785,22
8786,0
8787,10
8788,0
8789,40
8790,2
8791,81
8792,26
8793,54
8794,1
8795,4
8796,55
8797,0
8798,41
8799,10
8800,0
8801,47
8802,6
8803,0
8804,22
8805,56
8806,21
8807,5
8808,1
8809,27
8810,12
8811,0
8812,43
8813,28
8814,12
8815,26
8816,10
8817,65
8818,40
8819,13
8820,0
8821,0
8822,0
8823,11
8824,23
8825,0
8826,0
8827,42
8828,18
8829,45
8830,2
8831,38
8832,0
8833,22
8834,7
8835,21
8836,0
8837,14
8838,21
8839,28
8840,47
8841,5
8842,57
8843,32
8844,0
8845,43
8846,19
8847,24
8848,16
8849,6
8850,30
8851,0
8852,33
8853,10
8854,14
8855,3
8856,3
8857,0
8858,32
8859,17
8860,0
8861,49
8862,39
8863,20
8864,0
8865,7
8866,19
8867,7
8868,5
8869,45
8870,28
8871,43
8872,18
8873,60
8874,31
8875,54
8876,15
8877,19
8878,48
8879,20
8880,3
8881,50
8882,56
8883,29
8884,23
8885,12
8886,0
8887,40
8888,56
8889,31
8890,43
8891,11
8892,1
8893,32
8894,26
8895,13
8896,30
8897,14
8898,30
8899,6
8900,0
8901,36
8902,51
8903,0
8904,14
8905,19
8906,29
8907,67
8908,13
8909,0
8910,5
8911,12
8912,24
8913,44
8914,0
8915,0
8916,17
8917,7
8918,29
8919,4
8920,10
8921,0
8922,8
8923,58
8924,7
8925,0
8926,31
8927,26
8928,17
8929,26
8930,18
8931,38
8932,29
8933,18
8934,0
8935,3
8936,37
8937,18
8938,11
8939,22
8940,16
8941,0
8942,41
8943,19
8944,57
8945,41
8946,58
8947,0
8948,3
8949,0
8950,2
8951,11
8952,2
8953,33
8954,0
8955,71
8956,42
8957,11
8958,6
8959,14
8960,17
8961,17
8962,23
8963,77
8964,48
8965,32
8966,1
8967,1
8968,16
8969,21
8970,34
8971,31
8972,59
8973,47
8974,0
8975,0
8976,0
8977,0
8978,1
8979,25
8980,27
8981,0
8982,3
8983,31
8984,27
8985,0
8986,68
8987,28
8988,27
8989,0
8990,19
8991,24
8992,55
8993,41
8994,0
8995,30
8996,36
8997,4
8998,11
8999,0
9000,4
9001,17
9002,67
9003,62
9004,20
9005,0
9006,61
9007,19
9008,2
9009,0
9010,0
9011,4
9012,50
9013,3
9014,10
9015,0
9016,0
9017,21
9018,0
9019,39
9020,10
9021,43
9022,30
9023,13
9024,12
9025,8
9026,3
9027,44
9028,13
9029,20
9030,44
9031,27
9032,28
9033,0
9034,0
9035,0
9036,0
9037,0
9038,38
9039,4
9040,42
9041,64
9042,2
9043,54
9044,4
9045,33
9046,48
9047,2
9048,14
9049,0
9050,0
9051,14
9052,0
9053,24
9054,15
9055,27
9056,36
9057,38
9058,0
9059,37
9060,14
9061,34
9062,23
9063,0
9064,33
9065,78
9066,0
9067,0
9068,84
9069,36
9070,25
9071,42
9072,3
9073,23
9074,0
9075,0
9076,30
9077,61
9078,8
9079,16
9080,16
9081,11
9082,25
9083,42
9084,30
9085,37
9086,0
9087,15
9088,45
9089,22
9090,3
9091,28
9092,29
9093,0
9094,6
9095,15
9096,0
9097,0
9098,8
9099,20
9100,0
9101,0
9102,16
9103,14
9104,43
9105,15
9106,34
9107,1
9108,27
9109,0
9110,23
9111,36
9112,9
9113,15
9114,46
9115,1
9116,0
9117,37
9118,40
9119,3
9120,39
9121,42
9122,0
9123,38
9124,41
9125,41
9126,3
9127,34
9128,0
9129,24
9130,54
9131,0
9132,0
9133,36
9134,6
9135,41
9136,7
9137,22
9138,40
9139,23
9140,26
9141,25
9142,51
9143,0
9144,32
9145,20
9146,49
9147,32
9148,12
9149,28
9150,0
9151,22
9152,36
9153,17
9154,28
9155,0
9156,28
9157,0
9158,0
9159,9
9160,58
9161,13
9162,8
9163,0
9164,9
9165,0
9166,59
9167,15
9168,0
9169,23
9170,21
9171,0
9172,48
9173,16
9174,16
9175,0
9176,28
9177,9
9178,38
9179,38
9180,16
9181,0
9182,0
9183,0
9184,36
9185,10
9186,0
9187,2
9188,29
9189,38
9190,60
9191,28
9192,5
9193,14
9194,0
9195,0
9196,34
9197,15
9198,45
9199,10
9200,15
9201,6
9202,0
9203,28
9204,39
9205,28
9206,14
9207,46
9208,0
9209,58
9210,81
9211,0
9212,24
9213,12
9214,44
9215,4
9216,0
9217,27
9218,22
9219,47
9220,25
9221,25
9222,40
9223,13
9224,22
9225,22
9226,25
9227,0
9228,67
9229,77
9230,23
9231,35
9232,2
9233,23
9234,50
9235,0
9236,76
9237,36
9238,38
9239,0
9240,0
9241,49
9242,0
9243,70
9244,14
9245,0
9246,8
9247,4
9248,21
9249,43
9250,6
9251,32
9252,0
9253,25
9254,33
9255,17
9256,0
9257,2
9258,2
9259,38
9260,41
9261,12
9262,0
9263,22
9264,44
9265,51
9266,0
9267,18
9268,56
9269,32
9270,29
9271,1
9272,0
9273,0
9274,11
9275,24
9276,0
9277,11
9278,0
9279,0
9280,0
9281,17
9282,0
9283,45
9284,27
9285,53
9286,25
9287,7
9288,1
9289,47
9290,0
9291,23
9292,0
9293,37
9294,54
9295,52
9296,8
9297,34
9298,68
9299,1
9300,0
9301,0
9302,14
9303,21
9304,18
9305,5
9306,45
9307,35
9308,0
9309,32
9310,0
9311,1
9312,0
9313,0
9314,68
9315,51
9316,0
9317,0
9318,58
9319,3
9320,38
9321,3
9322,37
9323,21
9324,60
9325,0
9326,0
9327,36
9328,0
9329,12
9330,0
9331,14
9332,0
9333,45
9334,1
9335,0
9336,32
9337,72
9338,38
9339,11
9340,0
9341,2
9342,44
9343,72
9344,14
9345,34
9346,19
9347,48
9348,29
9349,32
9350,4
9351,60
9352,36
9353,21
9354,38
9355,3
9356,2
9357,0
9358,38
9359,32
9360,16
9361,10
9362,40
9363,0
9364,6
9365,23
9366,8
9367,3
9368,22
9369,16
9370,1
9371,46
9372,28
9373,63
9374,22
9375,76
9376,0
9377,12
9378,10
9379,33
9380,20
9381,10
9382,9
9383,21
9384,4
9385,18
9386,33
9387,0
9388,0
9389,32
9390,14
9391,1
9392,34
9393,0
9394,17
9395,4
9396,39
9397,0
9398,11
9399,44
9400,46
9401,0
9402,19
9403,51
9404,35
9405,8
9406,0
9407,37
9408,0
9409,11
9410,47
9411,25
9412,79
9413,4
9414,40
9415,6
9416,3
9417,0
9418,0
9419,23
9420,47
9421,10
9422,0
9423,0
9424,0
9425,0
9426,45
9427,61
9428,5
9429,32
9430,3
9431,51
9432,32
9433,10
9434,32
9435,0
9436,0
9437,14
9438,40
9439,25
9440,0
9441,53
9442,0
9443,50
9444,66
9445,13
9446,9
9447,80
9448,1
9449,26
9450,43
9451,1
9452,5
9453,5
9454,31
9455,0
9456,19
9457,0
9458,9
9459,29
9460,58
9461,1
9462,0
9463,40
9464,27
9465,17
9466,22
9467,0
9468,36
9469,27
9470,38
9471,0
9472,18
9473,0
9474,49
9475,1
9476,35
9477,59
9478,0
9479,41
9480,0
9481,14
9482,0
9483,0
9484,35
9485,0
9486,32
9487,0
9488,61
9489,14
9490,51
9491,18
9492,0
9493,18
9494,4
9495,19
9496,30
9497,35
9498,4
9499,36
9500,32
9501,0
9502,0
9503,0
9504,39
9505,25
9506,0
9507,20
9508,0
9509,22
9510,18
9511,23
9512,0
9513,12
9514,11
9515,37
9516,0
9517,41
9518,14
9519,7
9520,51
9521,45
9522,1
9523,70
9524,12
9525,32
9526,57
9527,33
9528,16
9529,0
9530,0
9531,31
9532,4
9533,51
9534,17
9535,66
9536,8
9537,23
9538,22
9539,38
9540,3
9541,21
9542,46
9543,54
9544,19
9545,1
9546,31
9547,27
9548,32
9549,3
9550,0
9551,0
9552,24
9553,24
9554,35
9555,13
9556,0
9557,7
9558,22
9559,1
9560,4
9561,11
9562,20
9563,15
9564,3
9565,50
9566,33
9567,17
9568,76
9569,29
9570,46
9571,44
9572,55
9573,9
9574,0
9575,16
9576,62
9577,16
9578,18
9579,33
9580,50
9581,0
9582,41
9583,26
9584,0
9585,0
9586,21
9587,18
9588,20
9589,1
9590,30
9591,0
9592,27
9593,35
9594,62
9595,14
9596,0
9597,47
9598,0
9599,31
9600,2
9601,34
9602,2
9603,5
9604,40
9605,75
9606,0
9607,15
9608,38
9609,66
9610,32
9611,4
9612,2
9613,0
9614,22
9615,35
9616,8
9617,37
9618,13
9619,10
9620,25
9621,5
9622,9
9623,23
9624,4
9625,17
9626,1
9627,1
9628,35
9629,37
9630,5
9631,0
9632,40
9633,0
9634,1
9635,14
9636,46
9637,4
9638,28
9639,7
9640,0
9641,12
9642,22
9643,3
9644,2
9645,61
9646,55
9647,10
9648,0
9649,7
9650,0
9651,0
9652,28
9653,10
9654,14
9655,0
9656,43
9657,0
9658,7
9659,1
9660,13
9661,50
9662,0
9663,5
9664,21
9665,7
9666,0
9667,44
9668,4
9669,42
9670,58
9671,0
9672,26
9673,36
9674,0
9675,71
9676,26
9677,14
9678,3
9679,15
9680,25
9681,71
9682,22
9683,8
9684,51
9685,25
9686,30
9687,19
9688,23
9689,60
9690,11
9691,12
9692,3
9693,0
9694,24
9695,15
9696,51
9697,39
9698,0
9699,12
9700,29
9701,0
9702,44
9703,86
9704,0
9705,56
9706,10
9707,29
9708,7
9709,26
9710,18
9711,0
9712,48
9713,21
9714,70
9715,0
9716,9
9717,15
9718,14
9719,0
9720,0
9721,1
9722,28
9723,0
9724,7
9725,6
9726,0
9727,51
9728,55
9729,7
9730,0
9731,4
9732,55
9733,31
9734,37
9735,30
9736,37
9737,53
9738,0
9739,1
9740,12
9741,15
9742,65
9743,46
9744,5
9745,43
9746,44
9747,0
9748,0
9749,12
9750,0
9751,23
9752,11
9753,0
9754,29
9755,36
9756,14
9757,0
9758,1
9759,4
9760,0
9761,0
9762,70
9763,46
9764,37
9765,7
9766,4
9767,24
9768,0
9769,1
9770,37
9771,0
9772,0
9773,62
9774,11
9775,38
9776,19
9777,14
9778,8
9779,48
9780,19
9781,0
9782,33
9783,67
9784,55
9785,0
9786,35
9787,55
9788,49
9789,16
9790,4
9791,46
9792,0
9793,0
9794,42
9795,5
9796,0
9797,5
9798,0
9799,0
9800,50
9801,55
9802,12
9803,51
9804,23
9805,26
9806,0
9807,84
9808,35
9809,45
9810,27
9811,10
9812,0
9813,0
9814,17
9815,23
9816,10
9817,3
9818,47
9819,21
9820,5
9821,33
9822,0
9823,40
9824,19
9825,9
9826,16
9827,17
9828,12
9829,18
9830,39
9831,10
9832,0
9833,6
9834,0
9835,29
9836,65
9837,32
9838,17
9839,0
9840,0
9841,0
9842,0
9843,29
9844,3
9845,34
9846,3
9847,15
9848,9
9849,26
9850,33
9851,33
9852,54
9853,41
9854,11
9855,27
9856,68
9857,15
9858,45
9859,0
9860,31
9861,0
9862,17
9863,3
9864,0
9865,15
9866,13
9867,2
9868,29
9869,68
9870,26
9871,16
9872,34
9873,41
9874,33
9875,35
9876,2
9877,47
9878,67
9879,14
9880,17
9881,24
9882,0
9883,20
9884,51
9885,39
9886,22
9887,13
9888,8
9889,0
9890,2
9891,78
9892,66
9893,5
9894,28
9895,15
9896,54
9897,0
9898,30
9899,43
9900,4
9901,80
9902,29
9903,0
9904,15
9905,53
9906,3
9907,27
9908,12
9909,37
9910,0
9911,45
9912,29
9913,13
9914,0
9915,33
9916,50
9917,5
9918,0
9919,0
9920,9
9921,2
9922,9
9923,0
9924,4
9925,37
9926,44
9927,19
9928,2
9929,50
9930,42
9931,39
9932,6
9933,7
9934,74
9935,28
9936,0
9937,55
9938,32
9939,0
9940,8
9941,3
9942,5
9943,4
9944,70
9945,27
9946,25
9947,36
9948,19
9949,55
9950,34
9951,34
9952,37
9953,17
9954,72
9955,8
9956,21
9957,42
9958,26
9959,12
9960,30
9961,14
9962,22
